type,prompt,completion,url
Travel,Can I use my car battery to power my machine?,"This is not recommended. Find out why.
This is not recommended because car batteries are not designed to be discharged by more than 30%, and their operational life may be significantly reduced. Instead, consider obtaining a deep cycle battery or a marine battery if you are travelling in an area where there is no mains power. A deep cycle battery can discharge by as much as 80%, and a marine battery can discharge as much as 60%.
A car battery can be used in an emergency, preferably without a humidifier. Using a humidifier will drain the battery to a point where it may be unable to start the car.",https://www.resmed.com.au/knowledge-hub/can-i-use-my-car-battery-to-power-my-machine
Travel,How will I be able to power my CPAP machine on an airplane?,"Most ResMed sleep apnea machines run on most aircraft power supplies with a suitable adapter.
While most of our machines will automatically compensate for higher altitude changes, some older machines might require manual adjustment. If no adjustment is made, it may deliver less effective therapy. Please consult your doctor for more information.",https://www.resmed.com.au/knowledge-hub/how-will-i-be-able-to-power-my-cpap-machine-on-an-airplane
Travel,I am going camping. How big a battery do I need?,"Most of our machines work with an external battery.
https://www.resmed.com/product-support
Please refer to the battery guide for more detailed information about using your machine with a battery.",https://www.resmed.com.au/knowledge-hub/i-am-going-camping.-how-big-a-battery-do-i-need
Travel,Will I need to have my sleep apnea machine adjusted if I travel at high altitudes?,"Most of our machines automatically adapt, some older ones might need manual adjustment.
While most of our machines will automatically compensate for higher altitude changes, some older machines might require manual adjustment. If no adjustment is made, it may deliver less effective therapy. Please consult your doctor or 
/stores
ResMed Authorised Dealer
 for more information.",https://www.resmed.com.au/knowledge-hub/will-i-need-to-have-my-sleep-apnea-machine-adjusted-if-i-travel-at-high-altitudes
Travel,Can my therapy machine run from the 400Hz power supply on the aircraft?,"Yes. Find out how.
Yes. Even though the rating plate on the therapy machine specifies 50–60Hz, the power supply in your machine is compatible with the 110V or 400Hz power supply on the aircraft.",https://www.resmed.com.au/knowledge-hub/can-my-therapy-machine-run-from-the-400hz-power-supply-on-the-aircraft
Travel,"How can I tell if the AirSense 10, AirCurve 10 or Lumis machine is in Airplane Mode?","You'll see a small plane icon in the top right corner of your machine's screen.
You'll also be alerted by an on-screen message every time you turn on your machine if it’s still in Airplane Mode.",https://www.resmed.com.au/knowledge-hub/how-can-i-tell-if-the-airsense-10-aircurve-10-or-lumis-machine-is-in-airplane-mode
Travel,Can I use my sleep apnea machine on a plane?,"Yes, it is possible to use your CPAP machine on a plane.
Now there's no reason why your treatment should keep you from flying and enjoying a good night's sleep. Thanks to the portability and convenience of ResMed's CPAP, APAP and bilevel sleep apnea machines, the sky is the limit when you want to see more of the world.
 ",https://www.resmed.com.au/knowledge-hub/can-i-use-my-sleep-apnea-machine-on-a-plane
Travel,How do you power the AirMini on a plane?,"Contact the airline for more information.
We recommened contacting the airline to find out whether you are able to use 12v converter or normal power supply unit.",https://www.resmed.com.au/knowledge-hub/how-do-you-power-the-airmini-on-a-plane
Travel,Will the x-ray scanners at airport security affect my therapy machine?,"No, the x-ray scanners will not harm your machine.
However, security may need to see the letter from your doctor verifying that you are carrying medical equipment, so keep it handy.",https://www.resmed.com.au/knowledge-hub/will-the-x-ray-scanners-at-airport-security-affect-my-therapy-machine
Travel,Can you suggest a good travel sized machine?,"We offer the ResMed AirMini which comes with a range of suitable masks and its small size is perfect for travel.
We would recommend the 
https://shop.resmed.com.au/ResMed-AirMini-Smallest-CPAP-AutoSet-Device/
ResMed AirMini
.
It is an Auto CPAP machine which is suitable for home and travel. The AirMini offers waterless humidification* which means you can receive the same level of comfort with your therapy, without having to compromise. The AirMini comes with a range of suitable masks and its small size makes it perfect for travel. When buying online or instore you can bundle your AirMini device with a mask, bedside caddy and waterless humidification*. You can choose from full-face, nasal and pillow mask options.
We offer interest-free plans as well as buy-now bundling discounts.
https://shop.resmed.com.au/ResMed-AirMini-Smallest-CPAP-AutoSet-Device/
Check out the AirMini on our Online Shop
. 
*not available on Full Face masks",https://www.resmed.com.au/knowledge-hub/can-you-suggest-a-good-travel-sized-machine
Travel,Do I need to take my machine with me if I am hospitalised while travelling?,"Inform your doctor of your sleep apnea diagnosis.
No. However if you're having surgery, it's very important that you tell both the surgeon and the anesthetist that you have been diagnosed with sleep apnea and are being treated with positive airway pressure therapy.",https://www.resmed.com.au/knowledge-hub/do-i-need-to-take-my-machine-with-me-if-i-am-hospitalised-while-travelling
CPAP Maintenance,How do I clean my mask?,"Your mask regularly comes into contact with natural oils from your skin and over time this can cause accelerated wear and tear on your mask, potentially compromising its seal and irritating your skin.
This is why we recommend cleaning your mask every day to make sure your equipment is working to its full potential.
Wash your mask in clean warm (around 30°C) water with mild liquid detergent, making sure you rinse all components thoroughly before allowing them to dry naturally. Make sure you do not soak the mask. If you’re running short of time our mask wipes are a fast and easy cleaning option that can be used on any mask. Simply wipe out the mask and leave to dry naturally.
https://support.resmed.com/en-au/masks/#all
For specific instructions on cleaning your mask, please refer to your mask user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-clean-my-mask
Travel,Can I run my sleep apnea machine off solar power?,"A CPAP machine can operate from the battery charged from solar power.
Most solar power systems are connected to a DC battery. Providing the battery has sufficient capacity, your ResMed machine can operate from the battery charged from solar power. You will need a suitable inverter or converter to connect your machine to the battery power. Your local 
/stores
ResMed Authorised Dealer
 can help you choose a suitable inverter or converter.",https://www.resmed.com.au/knowledge-hub/can-i-run-my-sleep-apnea-machine-off-solar-power
CPAP Maintenance,"Do I need to clean my mask headgear, if so, how?","It is recommended that every 6 months you check your CPAP mask headgear and chin straps.
If they’ve lost their elasticity, you may tend to over-tighten the mask, resulting in some discomfort. Replace any part that has become stretched and is no longer providing a good fit.
https://shop.resmed.com.au/search-results/?q=resmed%20headgear
Browse our headgear on the ResMed Online Shop.",https://www.resmed.com.au/knowledge-hub/do-i-need-to-clean-my-mask-headgear-if-so-how
CPAP Maintenance,Should I be cleaning my CPAP machine?,"It is recommended that every 6 months you check the filter at the back of your sleep apnea machine.
A build-up of dust can impede the effectiveness of your treatment. If you live in a dusty area, or close to the sea, you will need to replace the filter more frequently.
https://shop.resmed.com.au/sleep-apnea/cpap-machines/accessories-parts/
Browse our filters on the ResMed Online Shop.
Please refer to your 
https://support.resmed.com/en-au/sleep-devices/#all
machine user guide
 for complete instructions on removing and replacing your filter.",https://www.resmed.com.au/knowledge-hub/should-i-be-cleaning-my-cpap-machine
CPAP Maintenance,What cleaners should I not use when cleaning my mask?,"Avoid soap with conditioners or moisturisers. Do not use bleach, alcohol, or cleaning solutions containing alcohol.
How do I clean my mask?
Wash your mask in clean warm (around 30°C) water with mild liquid detergent, making sure you rinse all components thoroughly before allowing them to dry naturally. Make sure you do not soak the mask. If you’re running short of time our mask wipes are a fast and easy cleaning option that can be used on any mask. Simply wipe out the mask and leave to dry naturally. 
https://shop.resmed.com.au/resmed-cpap-wipes-62-pack/
Purchase some CPAP wipes on the ResMed Online Shop.",https://www.resmed.com.au/knowledge-hub/what-cleaners-should-i-not-use-when-cleaning-my-mask
