category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews,tags,type
Sleep apnea,,ResMed AirFit™ P30i/N30i Frame,"Replacement SpringFit™ frame for the AirFit N30i and AirFit P30i CPAP mask.
Time to replace the frame on your  or AirFit P30i CPAP mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.Guides",159.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ P30i/N30i Frame,https://shop.resmed.com.au/resmed-airfit-30i-frame/,False,0.0,0,Frame|Sleep Apnea|CPAP|AirFit|SpringFit,Accessory
Sleep apnea,,ResMed AirFit™ N20 Nasal Mask,"Designed to fit any face shape or size, the AirFit N20 moves comfortably with you through the night, providing a secure fit and comfortable seal tailored to your therapy needs.
Key FeaturesSize OptionsAirFit N20 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",209.00,Home > Sleep apnea > CPAP Masks > Nasal Masks > ResMed AirFit™ N20 Nasal Mask,https://shop.resmed.com.au/resmed-airfit-n20-nasal-mask/,True,4.1,39,Nasal Mask|Sleep Apnea|ResMed AirFit™ N20|Size Options|AirFit N20 Guides,Product
Insomnia,SKU:7078767,Dodow,"Designed to help soothe your racing mind, slow your breathing and relax your body so you can fall asleep faster.
Pulses a soft light on the ceiling Match your breathing to Dodow’s soft blue light as it pulses on your ceiling. The light pulses gradually slow down to 6 cycles per minute creating the ideal rhythm to help you drift off to sleep.Slow breathing primes your body for sleepAt 6 breaths per minute your body’s baroreflex is stimulated. This lowers your blood pressure and heart rate, priming your body for sleep.Go to sleep, or get back to sleep Whether your problem is falling asleep or a waking up during the night, Dodow can help you enjoy more restful sleep. You can dim the light intensity to ensure your partner isn’t disturbed.",70.00,Home > Sleep health > Fall Asleep Faster > Dodow,https://shop.resmed.com.au/my-dodow/,True,2.2,12,Dodow|Insomnia|Soft Light|Breathing|Sleep Health|Fall Asleep Faster,Product
Sleep apnea,SKU:38839,ResMed AirMini™ DC-DC Converter,"Run your AirMini machine from a DC power source like your car, boat or caravan.
Make your AirMini CPAP machine even more portable with the AirMini DC-DC Converter.The cigarette lighter input allows your machine to run off a car battery or other suitable 12V or 24V DC power sources.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",149.00,Home > Sleep apnea > CPAP Accessories > Batteries and Power > ResMed AirMini™ DC-DC Converter,https://shop.resmed.com.au/resmed-airmini-dc-dc-power-converter/,False,4.6,5,DC-DC Converter|Sleep Apnea|AirMini|CPAP Accessories|Batteries and Power,Accessory
Snoring,SKU:7074846,Seatec SleepTight Chinstrap,"A gentle, effective way to ensure your mouth stays closed during CPAP or bi-level therapy with a nasal or pillow mask. This is a medium-sized chin restraint.
Help keep your mouth closed while you sleep. Probably the most stable of chin straps, the unique, multi strap design holds it securely in place, and gives lots of chin and lip support.What size do I need? Measure around your head, from under your chin to the crown of your head going just in front of your ears (above your forehead), and back to the starting point under your chin.Median Sizes are:Small fits where the chin to top of head measurement is around 54cm.Medium fits where the measurement is around 60cm.Large fits where the measurement is around 66cm.Further lesser or larger adjustment is available on each chin strap size. The circumferences shown are the medium size for each chin strap. Chin straps help to minimize the problems that occur if air leaks from you mouth whilst using nasal CPAP. These include: a dry mouth or the feeling of air bubbling through your lips as you go to sleep. Chin straps can also sometimes help prevent air swallowing (aerophagia) and the discomfort it causes.Q : Can you please advise washing instructions without damaging stretchiness ?A : Wash weekly in warm soapy water, rinse and dry but not in direct sunlight. The Seatec will stretch slightly over the first month. Q : Can we see a diagram how worn? A : It goes over your head and under your chin. Q : Does the Chinstrap go on outside of your CPAP mask or on the inside. In other words what goes on your face first? A : Mask, then chin strap Q : Will this item help reduce snoring if used by itself? A : This will reduce minor snoring if the snoring is caused by muscle relaxation. This is not a prescribed therapy for snoring or sleep apnea. If the snoring is consistent it is best to have a chat to your GP.",30.00,Home > Snoring > Chin Strap > Seatec SleepTight Chinstrap,https://shop.resmed.com.au/seatec-sleeptight-chinstrap/,False,3.7,30,Chinstrap|Snoring|CPAP|EPAP|Seatec,Accessory
Snoring,SKU:7074843,Seatec Chin and Mouth Strap,"A gentle, effective way to ensure your mouth stays closed during CPAP or bi-level therapy with a nasal or pillow mask. This is a small-sized chin & mouth restraint.
A gentle, effective way to ensure your mouth stays closed during CPAP or bi-level therapy with a nasal or pillow mask.What size do I need? Measure around your head, from under your chin to the crown of your head going just in front of your ears (above your forehead), and back to the starting point under your chin.Median Sizes are:Small fits where the chin to top of head measurement is around 54cm.Medium fits where the measurement is around 60cm.Large fits where the measurement is around 66cm.Further lesser or larger adjustment is available on each chin strap size. The circumferences shown are the medium size for each chin strap. Chin straps help to minimize the problems that occur if air leaks from you mouth whilst using nasal CPAP. These include: a dry mouth or the feeling of air bubbling through your lips as you go to sleep. Chin straps can also sometimes help prevent air swallowing (aerophagia) and the discomfort it causes.",30.00,Home > Snoring > Chin Strap > Seatec Chin and Mouth Strap,https://shop.resmed.com.au/seatec-chin-and-mouth-strap/,False,3.7,41,Chin Strap|Snoring|CPAP|Seatec|Mouth Strap,Accessory
Snoring,SKU:NS2702,NightShift Active Sleep Repositioner Neck Strap,"Night Shift Sleep Positioner is a treatment in both snoring and positional sleep apnea. This replacement neck strap is made from comfortable non-latex, washable silicone with a magnetic safety clasp.
This is the neck-strap for the Night Shift device. ",46.50,Home > Snoring > Side Sleeping Aids > NightShift Active Sleep Repositioner Neck Strap,https://shop.resmed.com.au/nightshift-active-sleep-repositioner-neck-strap/,True,2.8,4,Neck Strap|Snoring|Sleep Apnea|NightShift|Side Sleeping Aids,Accessory
Snoring,SKU:7079469,NightShift Active Sleep Repositioner and Recorder,"Used by Doctors to treat Positional Sleep Disorders, like snoring, the NightShift® provides intelligent and interactive sleep position control. The NightShift senses when you are lying on your back and uses gentle vibrations to encourage you to shift back onto your side. The NightShift will record your sleeping position and snoring levels - so you can see what is really happening during your sleep! It's a simple, non-invasive way to get the best sleep you can.
If you sleep on your back and snore, the NightShift could be a simple, non-invasive way to treat your snoring or sleep apnea. Plus it won't disturb your sleeping partner - there is no noise, it only vibrates!NightShift encourages side sleeping by determining your actual sleep position. When it senses you are on your back it quietly prompts you to move onto your side with gentle vibrations. This means less snoring and better sleep - for you and your partner! This form of treatment is clinically proven*.The NightShift repositioner can delay its start so you can still fall asleep on your back. It then gently “nudges” you onto your side, thereby opening your airways and reduce snoring. NightShift starts by the second night of use. (The first night is used as baseline comparison data) Plus, NightShift will show you that it is working by providing detailed reporting on your sleep position, snoring level and body movement the very next day. NightShift stores 12 months of sleep history, so comparison is easy.The NightShift repositioner is Bluetooth enabled. The NightShift Therapy App allows the use to monitor compliance and manage their own device. The Night Shift Therapy App is available for free on the Apple App store, and compatible with iOS 10.0 or later. Using the Night Shift is easy:Warranty: NightShift includes a two-year warranty covering workmanship problems related to the electronics. The battery and haptic motors carry a one-year warranty.   FAQ'sQ : How do I register to be able to get feedback on results of using Night Shift as outlined in brochure to print reports etc?A : You need to connect your NightShift to a computer using the enclosed USB cord, then log into nightshifttherapy.com to get access to the recorded information. Make sure that the computer is using the most recent version of java (check this by going to java.com and updating the java program These instructions are also shown at the nightshift therapy site. ",484.00,Home > Snoring > Side Sleeping Aids > NightShift Active Sleep Repositioner and Recorder,https://shop.resmed.com.au/nightshift-active-sleep-repositioner-and-recorder/,True,4.0,4,Sleep Repositioner|Snoring|NightShift|Side Sleeping|Sleep Apnea,Product
Snoring,SKU:16015,ResMed Chin Strap,"A gentle, effective way to ensure your mouth stays closed during CPAP or bi-level therapy with a nasal or pillow mask.
A gentle, effective way to ensure your mouth stays closed during CPAP or bi-level therapy with a nasal or pillow mask. Reduces side-effects such as air swallowing and dryness in the mouth and throat to provide a more comfortable therapy experience. Helps to minimize mouth breathing during your CPAP therapy. Neoprene with adjustable velcro strapping to support your chin. Comfortable, adjustable, washable, long lasting. Fits easily under or over most CPAP mask headgear. For best results keep the top strap as far forward as you can towards the front of the head, to support your chin vertically rather than diagonally backwards.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",,Home > Snoring > Chin Strap > ResMed Chin Strap,https://shop.resmed.com.au/resmed-chin-strap/,False,3.0,24,Chin Strap|CPAP|Bi-Level Therapy|Neoprene|Snoring,Accessory
Snoring,,BongoRx Replenishment Kit,"These are replacement nasal seals and are suitable if you have already used the Bongo Rx Starter Kit and are looking to replace your current nasal seals. Available in small, medium, large or extra large. Comes with 4 replacement cushions, case, head strap and drying standFor best results, it is recommended to replace these seals every 90 days to continue receiving the full benefits of the Bongo Rx.
",429.00,Home > Sleep apnea > CPAP Alternatives > BongoRx Replenishment Kit,https://shop.resmed.com.au/bongorx-replenishment-kit/,False,3.0,3,Replenishment Kit|Snoring|BongoRx|Nasal Seals|CPAP Alternatives,Accessory
Snoring,SKU:7078707,Smart Nora,"Is your snoring waking your partner? Smart Nora is for you! The padded pillow insert inflates when it hears early sounds of snoring to gently re-position you.
How does Smart Nora workSmart Nora listens for the early sounds of snoring. When snoring is detected, Smart Nora starts a gentle movement in the pillow insert to interupt the snoring before it becomes loud enough to wake your partner.Smart Nora’s gentle motion stimulates your throat muscles, encouraging natural breathing to resume. It helps to reduce the frequency and volume of snoring.You can sleep in any positionSmart Nora works for side, back and tummy sleepers.A restful experience After the first few nights, the snorer doesn’t even notice Smart Nora’s gentle movements, so it can help everyone get a good night’s sleep.",379.00,Home > Snoring > Side Sleeping Aids > Smart Nora,https://shop.resmed.com.au/smart-nora/,True,4.3,3,Smart Nora|Snoring|Side Sleeping Aids|Padded Pillow Insert|Gentle Movement,Product
Insomnia,SKU:7078771,ResMed Sleepy Time Tea,"Relax and unwind at the end of a busy day with this delicious blend of herbal tea.
",10.95,Home > Sleep health > Pre-Bedtime Aids > ResMed Sleepy Time Tea,https://shop.resmed.com.au/resmed-sleepy-time-tea/,False,4.7,6,Tea|Insomnia|Relaxation|Herbal|Pre-Bedtime Aids,Product
Sleep health,SKU:CPAPILLOW,CPAP Pillow for Side Sleepers,"Comfortable pillow designed for CPAP users who sleep on their side and encourage easier breathing during sleep apnea therapy.
Comfortable pillow designed for CPAP users who sleep on their side and encourage easier breathing during sleep apnea therapy.",49.95,Home > Sleep health > Pillows > CPAP Pillow for Side Sleepers,https://shop.resmed.com.au/cpap-pillow-for-side-sleepers/,True,4.0,69,CPAP Pillow|Side Sleepers|Sleep Apnea|Sleep Health,Accessory
Sleep health,SKU:7078719,Sound Machine - Black,"Block background noise with these 20 soothing tones played through your LectroFan.
Playing white and pink noise can help improve sleep quality.LectroFan plays 20 soothing tones to help block background noise.Sounds that never loop The high definition sounds constantly evolve. They’re designed to help you fall asleep faster and stay asleep longer. The LectroFan offers twenty unique digital sounds to mask noises. You can choose from ten different electric fan sounds and ten variations of pure white noise. All sounds can be personalized with pin-point volume control to select across a wide range of sound levels, from a whisper, to many times louder than mechanical fan-based conditioners. Features include:• 20 Unique Digital Sounds (10 Fan Sounds + 10 White Noises)• Excellent Noise Masking (Up to 20dB louder than competing machines)• Precise Volume Control (1dB increment control for 10x quieter–10x louder than fan machines)• Small, sleek and stylish functional design• Upward facing speakers for full room sound• Built-in Timer Function for gentle turn off in 60, 120, 180 minutes or left on all nightCan be powered by USB port  ",89.00,Home > Sleep health > Fall Asleep Faster > Sound Machine - Black,https://shop.resmed.com.au/sound-machine-black/,True,5.0,1,Sound Machine|White Noise|Pink Noise|Noise Masking|Fall Asleep Faster|Sleep Health,Product
