category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews
Sleep Health,,Shift Worker Bundle,"Shift worker bundle includes: Re-timer glasses, contour eye mask, and Sweet Dreams light bulb (choose either screw or bayonet)
Generally, the body is programmed to sleep best overnight and to be most alert during the day and early evening. If you work different shifts throughout the day it may be more difficult to get enough sleep. For example, if you start work late in the evening, it could result in having difficulty sleeping when coming back home with the noise and light of the daytime. When working very early shifts or ones late in the evening, workers often complain of being tired, both on and off the job. It may be harder to concentrate and be alert while at work.",295,Home > Sleep Health > Fall Asleep Faster > Shift Worker Bundle,https://shop.resmed.com.au/shift-worker-bundle/,False,0,0
Snoring,SKU:7079314,BongoRx Starter Kit,"Bongo has been shown to reduce or eliminate snoring for most users, by keeping the airway open, and reducing vibration in a restricted airway, which is the main cause of the snoring noise. Can also treat mild to moderate Obstructive Sleep Apnea. Small enough to fit into a shirt pocket, great for travelling. No machine, hose or batteries needed.
The Bongo RX starter kit contains:1 x Clamshell Travel Case1 x Headgear4 Soft silicon nasal seals in Small, Medium, Large and Extra-Large sizes.Drying standCleaning Instructions:Clean the Bongo RX nasal seals with mild soap and water to extend the life and effectiveness of the device.After 90 days you will need to purchase a BongoRX Replenishment Kit.",279,Home > Sleep Apnea > CPAP Alternatives > BongoRx Starter Kit,https://shop.resmed.com.au/bongorx-starter-kit/,False,2.8,4
Snoring,SKU:7079320,OptiPillows Starter Kit,"Optipillows is used to treat snoring and mild to moderate Obstructive Sleep Apnea. The only EPAP device that has adjustable pressures. Includes 3 cushion sizes, headgear and adjustable EPAP valve. For use at home or travelling
OptiPillows is an EPAP (Expiratory Positive Airway Pressure) nasal mask for the treatment of snoring but may also treat mild to moderate obstructive Sleep Apnea.How it works:During inspiration the valve opens allowing you to breathe in easily. When you exhale, the valve closes and redirects the expired air through a narrow opening on the side of the valve. This creates Expiratory Positive Airway Pressure (EPAP) in the mouth which helps keep the upper airways open and prevents snoring and Sleep Apnea. For better experience, expiratory pressure can be adjusted by rotating the sleeve to change expiratory resistance.",170,Home > Sleep Apnea > CPAP Alternatives > OptiPillows Starter Kit,https://shop.resmed.com.au/optipillows-starter-kit/,True,1.5,2
Snoring,SKU:7078707,Smart Nora,"Is your snoring waking your partner? Smart Nora is for you! The padded pillow insert inflates when it hears early sounds of snoring to gently re-position you.
How does Smart Nora workSmart Nora listens for the early sounds of snoring. When snoring is detected, Smart Nora starts a gentle movement in the pillow insert to interupt the snoring before it becomes loud enough to wake your partner.Smart Nora’s gentle motion stimulates your throat muscles, encouraging natural breathing to resume. It helps to reduce the frequency and volume of snoring.You can sleep in any positionSmart Nora works for side, back and tummy sleepers.A restful experience After the first few nights, the snorer doesn’t even notice Smart Nora’s gentle movements, so it can help everyone get a good night’s sleep.",379,Home > Snoring > Side Sleeping Aids > Smart Nora,https://shop.resmed.com.au/smart-nora/,True,4.3,3
Snoring,,BongoRx Replenishment Kit,"These are replacement nasal seals and are suitable if you have already used the Bongo Rx Starter Kit and are looking to replace your current nasal seals. Available in small, medium, large or extra large. Comes with 4 replacement cushions, case, head strap and drying standFor best results, it is recommended to replace these seals every 90 days to continue receiving the full benefits of the Bongo Rx.
",429,Home > Sleep Apnea > CPAP Alternatives > BongoRx Replenishment Kit,https://shop.resmed.com.au/bongorx-replenishment-kit/,False,3,3
Snoring,SKU:16015,ResMed Chin Strap,"A gentle, effective way to ensure your mouth stays closed during CPAP or bi-level therapy with a nasal or pillow mask.
A gentle, effective way to ensure your mouth stays closed during CPAP or bi-level therapy with a nasal or pillow mask. Reduces side-effects such as air swallowing and dryness in the mouth and throat to provide a more comfortable therapy experience. Helps to minimize mouth breathing during your CPAP therapy. Neoprene with adjustable velcro strapping to support your chin. Comfortable, adjustable, washable, long lasting. Fits easily under or over most CPAP mask headgear. For best results keep the top strap as far forward as you can towards the front of the head, to support your chin vertically rather than diagonally backwards.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",17,Home > Snoring > Chin Strap > ResMed Chin Strap,https://shop.resmed.com.au/resmed-chin-strap/,False,3.1,20
Sleep Apnea,SKU:61918,CPAP Mask Wipes (62 Pack),"A fast, easy and convenient way to clean your CPAP mask everyday.
CPAP Mask Wipes are a fast, easy and convenient way to clean your CPAP mask.These 100% cotton wipes contain an unscented cleaning agent and plant extracts and are free from alcohol and latex.Comes in an economical pack of 62 - perfect for regular use.You should remove facial oils from your mask after each use to optimise the seal of the mask.FEATURES:• Specially formulated without strong fragrances or harmful chemicals• So gentle, they nourish your hands• Biodegradable• Alcohol & latex Free• No animal testingUsed regularly, these wipes will gently remove dirt, oils and other organic residues from the mask without hardening or deteriorating any parts, helping you to enjoy a fresh, clean therapy experience.Also available in a small  - ideal for travelling. ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",13.2,Home > Sleep Apnea > CPAP Accessories > CPAP Cleaning > CPAP Mask Wipes (62 Pack),https://shop.resmed.com.au/resmed-cpap-wipes-62-pack/,False,4.6,78
Sleep Apnea,SKU:16569,Headgear clips for Micro Activa LT or Ultra Mirage (2 pack),"Replacement Headgear Clips for ResMed Ultra Mirage Full Face Mask (Pack of 2).
This 2 pack features quick-release headgear clips giving you the freedom to remove your headgear as you please and to avoid the hassle of constant adjustment. ",9.9,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > Headgear clips for Micro Activa LT or Ultra Mirage (2 pack),https://shop.resmed.com.au/headgear-clips-for-micro-activa-lt-or-ultra-mirage-2-pack/,False,4.7,3
Sleep Apnea,SKU:64216,ResMed AirFit™ N30 Mask Headgear,"Replacement headgear for the AirFit N30 nasal cradle CPAP mask.
Time to replace the headgear on your AirFit N30 mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste. ",60,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N30 Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n30-mask-headgear/,False,3.7,10
Sleep Apnea,SKU:62938,ResMed AirFit™ P10 Mask Frame,"Replacement Frame for ResMed AirFit P10 Nasal Pillows Mask.
Replacement Frame for ResMed AirFit P10 Nasal Pillows Mask. ",125,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ P10 Mask Frame,https://shop.resmed.com.au/airfit-p10-frame/,False,4,1
Sleep Apnea,SKU:61581,ResMed Swift™ FX Bella Mask Headgear Assembly,"Replacement Headgear Assembly for ResMed Swift FX Bella Nasal Pillows Mask.
Replacement Swift FX Bella headgear loops that wrap easily and gently around your ears, the Bella is simple to wear and easy to adjust. ",110,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX Bella Mask Headgear Assembly,https://shop.resmed.com.au/resmed-swift-fx-bella-headgear-assembly/,False,0,0
Sleep Apnea,SKU:61529,ResMed Swift™ FX Mask Headgear,"Replacement headgear for ResMed Swift FX Nasal Pillows Mask.
Replacement headgear for the Swift FX Nasal Pillows mask that's easy to adjust. Once you set the straps to your fit they stay put where you want them. ",110,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX Mask Headgear,https://shop.resmed.com.au/resmed-swift-fx-headgear/,False,4,1
Sleep Apnea,SKU:61531,ResMed Swift™ FX Mask Backstrap,"Replacement Back Strap for ResMed Swift FX Nasal Pillows Mask.
Replacement backstrap for Swift FX headgear. ",40,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX Mask Backstrap,https://shop.resmed.com.au/resmed-swift-fx-backstrap/,False,3.3,3
Sleep Apnea,SKU:63842,ResMed AirFit™ 30i Mask Elbow,"Replacement elbow for the AirFit N30i or AirFit P30i CPAP mask.
Time to replace the elbow on your AirFit N30i or AirFit P30i CPAP mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.",29,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ 30i Mask Elbow,https://shop.resmed.com.au/resmed-airfit-30i-elbow/,False,0,0
Sleep Apnea,SKU:63814,ResMed AirFit™ P30/N30 i Headgear,"Replacement headgear for the AirFit N30i or AirFit P30i CPAP mask.
Time to replace the headgear on your AirFit N30i or AirFit P30i mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.Please note: not compatible with Airfit F30i",65,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ P30/N30 i Headgear,https://shop.resmed.com.au/resmed-airfit-30i-headgear/,False,3.6,5
Sleep Apnea,,Headgear for Mirage or Ultra Mirage or Quattro mask,"Replacement Headgear for ResMed Mirage Micro Nasal Mask.
This headgear keeps your settings in place so you won't have the hassle of readjusting it every time you wear your mask. Does not include head clips ",60,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > Headgear for Mirage or Ultra Mirage or Quattro mask,https://shop.resmed.com.au/headgear-for-mirage-or-ultra-mirage-or-quattro-mask/,False,4.5,13
Sleep Health,SKU:7078752,BLKBLULHT Glasses Style,"These premium BlueLightBlock glasses not only block blue light, but make you look good while doing it!
",69,Home > Sleep Health > Glasses > BLKBLULHT Glasses Style,https://shop.resmed.com.au/blkblulht-glasses-style/,True,0,0
Sleep Health,SKU:7078760,Red Light Torch,"Don't let blue light disrupt your sleep. With this red light torch you can find your way in the dark without blasting your eyes with the blue wavelengths emitted by most torches and phone flashlights.
The ultimate touch to use when maneuvering in darkness without disrupting melatonin production.The BlockBlueLight Twilight Torch uses 9 x bright LED's and emits only pure red light, so there is no sleep disrupting blue or green light exposure.This product requires 3x AAA batteries and these are not included. ",30,Home > Sleep Health > Lighting > Red Light Torch,https://shop.resmed.com.au/red-light-torch/,True,2.5,2
Sleep Health,SKU:Online Only,Reflux Relief Pillow,"Medcline Reflux Relief System offers a natural way to relieve symptoms of acid reflux. Designed for side sleepers this pillow has a gel-infused foam for added cooling comfort and a gentle padded incline to prevent sliding down at night.
This patented system puts you in a gently inclined sleeping position proven to improve symptoms of acid reflux.Dual component design Medical grade foam 3 sizes ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",350,Home > Sleep Health > Pillows > Reflux Relief Pillow,https://shop.resmed.com.au/reflux-relief-pillow/,True,3.7,10
Sleep Health,SKU:7078713,Shoulder Relief Pillow,"Chronic shoulder pain can make sleeping difficult on your side. The LP Shoulder Relief System props you up just enough to take the pressure off your sore arm and shoulder.
Chronic shoulder pain can make sleeping on your side difficult. The LP Shoulder Relief System props you up just enough to take the pressure off your sore arm and shoulder.Relieves pressure The patented arm pocket relieves pressure on your shoulder so you can sleep comfortably on your side.Gradual incline Gentle elevation props you up just high enough to take the pressure off your shoulder.Flexible arm positions You can sleep with your arm straight out or tuck it in under the pillow. ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",350,Home > Sleep Health > Pillows > Shoulder Relief Pillow,https://shop.resmed.com.au/shoulder-relief-pillow/,True,3.5,17
Sleep Apnea,SKU:63766,ResMed AirFit™ N20 Classic Mask Frame,"Replacement frame for the AirFit N20 Classic nasal mask.
The AirFit N20 Classic mask frame is designed to help you move freely during the night to provide you with uninterrupted therapy. ",75,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ N20 Classic Mask Frame,https://shop.resmed.com.au/resmed-airfit-n20-classic-mask-frame/,False,3.3,3
Sleep Apnea,SKU:63765,ResMed AirFit™ N20 Classic Mask Elbow,"Replacement classic elbow to connect the tubing to your AirFit N20 mask.
The elbow accessory is used to connect your device tubing to your mask. ",30,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ N20 Classic Mask Elbow,https://shop.resmed.com.au/resmed-airfit-n20-classic-elbow/,False,0,0
Sleep Apnea,SKU:63270,ResMed AirFit™ N10 Mask Frame,"Enjoy reading in bed with the innovative under-eye design of The AirFit N10 mask frame
The AirFit N10 mask frame has been designed to leave a clear line of sight so you can enjoy reading or watching TV in bed as your therapy ramps up. (With optional fabric soft sleeves.)",85,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N10 Mask Frame,https://shop.resmed.com.au/airfit-n10-mask-frame/,False,3.7,3
Sleep Apnea,,ResMed AirFit™ N10 Mask Headgear,"Replacement headgear for AirFit N10 nasal mask. Choose from Small or Standard size.
AirFit N10 SoftEdge headgear features slimmed-down straps to maximise comfort and minimise facial marks.  Choose from Small or Standard size. ",85,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N10 Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n10-headgear/,False,4.7,3
Sleep Apnea,SKU:61289,ResMed Mask Forehead Support Dial,"Replacement Forehead Dial for ResMed Mirage Micro Nasal CPAP Mask (Pack of 1).
",5.9,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Mask Forehead Support Dial,https://shop.resmed.com.au/resmed-mask-forehead-support-dial/,False,0,0
Sleep Apnea,SKU:61286,ResMed Inlet Valve and Clip for Quattro,"Replacement Valve and Clip for ResMed Quattro Mask series.
",9,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed Inlet Valve and Clip for Quattro,https://shop.resmed.com.au/resmed-inlet-valve-and-clip-for-quattro/,False,4,1
Sleep Apnea,,ResMed AirFit™ N20 Mask Cushion,"Replacement cushion for a ResMed AirFit N20 Nasal Mask. Available in Small, Medium, Large.
The AirFit N20 mask cushion features InfinitySeal silicone. It will move with you during the night providing a secure seal so you don't need to worry. Choose from Small, Medium or Large sizes. ",69,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ N20 Mask Cushion,https://shop.resmed.com.au/resmed-airfit-n20-mask-cushion/,False,4.5,29
Sleep Apnea,,ResMed Gecko Nasal Pad (10 pack),"Hypoallergenic, latex-free and fully washable, helps to reduce facial sores and mask leaks and improve overall comfort. Pack of 10.
These comfortable soft strips are placed across the nasal bridge to help reduce skin irritation and facial sores, minimize mask leak and improve overall mask comfort. Each pad lasts about a month. Daily cleaning required. The Gecko Pads are made from polymer gel composed of USP grade mineral oil. They are non-toxic, fully washable, hypoallergenic. They do not contain natural rubber latex, or silicone. Available in Large and Small sizes. Suitable for nasal and full face masks. ",199,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Gecko Nasal Pad (10 pack),https://shop.resmed.com.au/resmed-gecko-nasal-pad-10-pack/,False,4.7,3
Snoring,SKU:NS2702,NightShift Active Sleep Repositioner Neck Strap,"Night Shift Sleep Positioner is a treatment in both snoring and positional Sleep Apnea. This replacement neck strap is made from comfortable non-latex, washable silicone with a magnetic safety clasp.
This is the neck-strap for the Night Shift device. ",46.5,Home > Snoring > Side Sleeping Aids > NightShift Active Sleep Repositioner Neck Strap,https://shop.resmed.com.au/nightshift-active-sleep-repositioner-neck-strap/,True,2.8,4
Sleep Apnea,SKU:38824,ResMed AirFit™ P10 for AirMini™ Mask Pack,"This AirFit P10 mask is compatible with your ResMed AirMini CPAP machine. It includes HumidX™ heat moisture exchangers (HME) for waterless humidification, AirMini flexible tubing and an AirFit P10 for AirMini mask system.
ResMed AirFit P10 for AirMini together with the AirMini device represents ResMed's smallest sleep therapy system ever.The mask is designed to make fitting, cleaning and assembling easy. It includes three cushion sizes, S, M and L, for your convenience.Key featuresAirFit P10 for AirMini guides:ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.We currently offer a standard manufacturer’s warranty of 2 years for ResMed therapy devices and 90 days for ResMed masks and accessories. ",310,Home > Sleep Apnea > CPAP Masks > Nasal Pillow Masks > ResMed AirFit™ P10 for AirMini™ Mask Pack,https://shop.resmed.com.au/resmed-airfit-p10-for-airmini-mask-pack/,True,3.5,4
Sleep Apnea,,ResMed AirFit™ P30i Mask Cushion,"Replacement pillows cushion for the AirFit P30i pillows CPAP mask.
Time to replace the cushion on your AirFit P30i mask? Don't buy a whole new mask, simply replace worn parts to save money and reduce waste. AirFit P30i pillows cushion is interchangeable with AirFit N30i nasal cradle cushion.",89,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ P30i Mask Cushion,https://shop.resmed.com.au/resmed-airfit-p30i-pillows-cushion/,False,3,8
Sleep Apnea,SKU:7079320,OptiPillows Starter Kit,"Optipillows is used to treat snoring and mild to moderate Obstructive Sleep Apnea. The only EPAP device that has adjustable pressures. Includes 3 cushion sizes, headgear and adjustable EPAP valve. For use at home or travelling
OptiPillows is an EPAP (Expiratory Positive Airway Pressure) nasal mask for the treatment of snoring but may also treat mild to moderate obstructive Sleep Apnea.How it works:During inspiration the valve opens allowing you to breathe in easily. When you exhale, the valve closes and redirects the expired air through a narrow opening on the side of the valve. This creates Expiratory Positive Airway Pressure (EPAP) in the mouth which helps keep the upper airways open and prevents snoring and Sleep Apnea. For better experience, expiratory pressure can be adjusted by rotating the sleeve to change expiratory resistance.",170,Home > Sleep Apnea > CPAP Alternatives > OptiPillows Starter Kit,https://shop.resmed.com.au/optipillows-starter-kit/,True,1.5,2
Sleep Apnea,SKU:14915,ResMed Side Port Oxygen Connector,"ResMed Side Port Oxygen Connector.
",16,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Parts > ResMed Side Port Oxygen Connector,https://shop.resmed.com.au/resmed-side-port-oxygen-connector/,False,1,1
Sleep Apnea,SKU:63566,ResMed AirFit™ N20 Mask Frame,"Replacement Mask Frame for the N20 nasal mask.
The replacement Mask Frame for the AirFit N20 nasal mask is fabric-lined and flexible enough to fit your face shape thanks to its unique design. ",90,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N20 Mask Frame,https://shop.resmed.com.au/resmed-airfit-n20-mask-frame/,False,4,1
Sleep Apnea,SKU:7078706,SnoreRx ®,"The SnoreRx mouthpiece is a simple, cost-effective treatment designed to reduce snoring. You can customise it yourself so it fits your mouth comfortably.
Safe to use All components are made from premium copolymer materials. There are no latex, screws, wires, nuts, bolts or springs.Customised fit You customise SnoreRx using the ‘boil and bite’ process to make an accurate impression of your mouth.Adjustable SnoreRx is the only anti-snoring mouthpiece that offers precise calibration in 1mm increments. No tools are required to set or reset. SnoreRx is a semi-custom mandibular advancement device (MAD) that gently advances the lower jaw forward. It opens your airway at night, improves breathing and reduces the irritating snoring sound. Unlike other snoring mouthguards, SnoreRx can be calibrated to a custom setting at any time in 1 millimeter increments to provide optimal comfort and effectiveness.SnoreRx is comprised of two medical-grade copolymers. All components are latex-free and hypoallergenic.SnoreRx uses the boil-and-bite process to create a custom impression of your teeth. If your current impression does not clearly display well-defined teeth marks, you may repeat the custom fitting steps. The custom fitting steps can be done a total of two times.SnoreRx's patented design accomodates adjustment of the lower jaw in one millimeter increments. The lower jaw can be adjusted up to six millimeters.We recommend to use SnoreRx on the 1 millimeter setting the first night of use. If snoring is not reduced after 3 to 5 nights, the setting can be advanced one additional millimeter. Each setting should be worn a minimum of 3 to 5 nights prior to adjusting. Most users find that snoring is significantly reduced on a setting of 3 to 5 millimeters. SnoreRx should not be used by individuals who:ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",99,Home > Sleep Apnea > CPAP Alternatives > SnoreRx ®,https://shop.resmed.com.au/snore-rx/,True,2.8,85
Sleep Apnea,SKU:BND276,Smart Care - AirFit Mask Subscription,"Trial a ResMed Automatic CPAP via our online shop. Order your CPAP in minutes and we will deliver straight to your preferred location, for free. Our support team is available via live chat or phone if you need any help ordering.
Subscribe to our CPAP Mask Subscription below and receive a bonus cleaning kit*.Use code ""SMARTCARE"" at cart. Ends Wed, 15th Mar 2023. .",0,Home > Sleep Apnea > CPAP Masks > CPAP Mask Subscription > Smart Care - AirFit Mask Subscription,https://shop.resmed.com.au/smart-care-airfit/,False,0,0
Sleep Apnea,,ResMed AirFit™ N30i Mask Cushion,"Replacement cushion for the AirFit N30i nasal cradle mask.
Don't buy a whole new mask, simply replace the nasal cushion of your  to save money and reduce waste. ",85,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ N30i Mask Cushion,https://shop.resmed.com.au/resmed-airfit-n30i-nasal-cradle-cushion/,False,4,25
Sleep Apnea,SKU:37458,ResMed AirSense™ 10 AutoSet™ for Her Automatic CPAP Machine,"ResMed Airsense 10 Autoset for Her is an Automatic CPAP machine that is designed to help female-specific symptoms of obstructive Sleep Apnea. Comes with 4G cellular connectivity feature that sends CPAP  health providers data about your CPAP therapy progress. Comes with a ResMed CPAP carry bag.
Unique treatment for women The AirSense™ 10 AutoSet™ for Her responds to female-specific characteristics of Sleep Apnea — quite different to men’s! This machine has advanced features for your sleeping comfort.Intuitive interface A simple interface enables you to just press start and go. It also provides feedback on your therapy every morning and makes it easy for you to change comfort settings.Consistent humidification A HumidAir™ humidifier and a ClimateLineAir™ heated air tube are designed to automatically deliver optimal temperature and humidity, for a more comfortable experience. for extra supportEasy-to-use web program or app syncs to your AirSense 10 machine to let you know how you went with therapy the night before, and helps keep you enagaged and motivated on your sleep therapy journey.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. ContraindicationsIf you suffer from any of the following pre-existing conditions please consult your doctor before using this device:It's recommended to read the  before using this device.TypeModesPressureSound pressure levelAircraft useHeight WidthDepthWeight Q: What is the difference between Airsense 10 vs Airsense 10 for Her?   A:   Both devices are almost identical to one another with an addition of a third mode with an algorithm specially designed to treat Sleep Apnea in women     Q: Can men use Airsense 10 for Her?   A:   Both devices are almost identical to one another with an addition of third mode with an algorithm specially designed to treat Sleep Apnea in women. This mode is only intended to function at pressure levels below 20 cm H20. CPAP users who require higher pressures must only use the standard AutoSet mode and algorithm.     Q: Can this ResMed AirSense CPAP device be used for severe OSA?  A: Yes, it is a full range machine     Q: Can the ResMed AirSense 10 AutoSet for Her be manually adjusted?   A: Yes it can, as per your script.   Q: Does the ResMed AirSense 10 for Her machine need water to create the humidify?   A: Yes it does.   Q: Is the humidifier tank easy to fill?   A: Yes, simply take the water tub, open it and fill it with distilled water at the maximum level mark and close it until you hear a click. Then insert the tub into the device until you hear a click and your humidifier is ready to use.",1815,Home > Sleep Apnea > CPAP Machines > Automatic Machines > ResMed AirSense™ 10 AutoSet™ for Her Automatic CPAP Machine,https://shop.resmed.com.au/resmed-airsense-10-autoset-for-her-machine/,True,5,1
Sleep Apnea,SKU:7079314,BongoRx Starter Kit,"Bongo has been shown to reduce or eliminate snoring for most users, by keeping the airway open, and reducing vibration in a restricted airway, which is the main cause of the snoring noise. Can also treat mild to moderate Obstructive Sleep Apnea. Small enough to fit into a shirt pocket, great for travelling. No machine, hose or batteries needed.
The Bongo RX starter kit contains:1 x Clamshell Travel Case1 x Headgear4 Soft silicon nasal seals in Small, Medium, Large and Extra-Large sizes.Drying standCleaning Instructions:Clean the Bongo RX nasal seals with mild soap and water to extend the life and effectiveness of the device.After 90 days you will need to purchase a BongoRX Replenishment Kit.",279,Home > Sleep Apnea > CPAP Alternatives > BongoRx Starter Kit,https://shop.resmed.com.au/bongorx-starter-kit/,False,2.8,4
Sleep Apnea,SKU:BND277,Smart Care - AirTouch Mask Subscription,"Trial a ResMed Automatic CPAP via our online shop. Order your CPAP in minutes and we will deliver straight to your preferred location, for free. Our support team is available via live chat or phone if you need any help ordering.
Subscribe to our CPAP Mask Subscription below and receive a bonus cleaning kit*.Use code ""SMARTCARE"" at cart. Ends Wed, 15th Mar 2023. .",0,Home > Sleep Apnea > CPAP Masks > CPAP Mask Subscription > Smart Care - AirTouch Mask Subscription,https://shop.resmed.com.au/smart-care-airtouch/,False,0,0
Sleep Apnea,,ResMed AirFit™ F20 Full Face Mask,"Designed to comfortably fit various face shapes, the AirFit F20 full face mask aims for a secure fit and comfortable seal while accommodating movement.
Key FeaturesSize OptionsAirFit F20 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",229,Home > Sleep Apnea > CPAP Masks > Full Face Masks > ResMed AirFit™ F20 Full Face Mask,https://shop.resmed.com.au/resmed-airfit-f20-full-face-mask/,True,4.1,52
Sleep Apnea,SKU:37457,ResMed AirSense™ 10 Autoset™ Automatic CPAP Machine,"ResMed Airsense 10 Automatic CPAP Machine automatically detects your sleep habits and changes your air pressure based on your needs.  Delivering consistent humidity for comfort throughout the night. Our 4G feature allows wireless connectivity with CPAP therapy health providers data about your sleep progress.
Detects sleep onsetAutoRamp™ with sleep onset detection starts by delivering low pressure for greater comfort. Then, after detecting that you’ve fallen asleep, it gradually increases the pressure to the prescribed level.Intuitive interfaceA simple interface enables you to just press start and go. It also provides feedback on your therapy every morning and makes it easy for you to change comfort settings.Consistent humidificationThe HumidAir™ humidifier and a ClimateLineAir™ heated air tube are designed to automatically deliver optimal temperature and humidity, for a more comfortable experience.ContraindicationsIf you suffer from any of the following pre-existing conditions please consult your doctor before using this device:It's recommended to read the  before using this device.For information about card-to-cloud devices, .ModesPressureSound pressure levelAircraft useHeight WidthDepthWeight Features / CPAP MachineAirSense 10 Elite FixedPressure CPAP MachineAirSense 10 Autoset Auto MachineAirSense 10 Autoset for HerAuto MachineAirMini Automatic CPAP MachineCPAP✓✓✓✓AutoSet ✓✓✓AutoSet for Her  ✓✓Cheyne-Stokes respiration detection✓✓✓✓Central apnea detection✓✓✓✓RERA reporting  ✓✓AutoSet algorithm with AutoSet Response ✓✓✓AutoRamp with sleep onset detection✓✓✓✓Advanced HumidAir technology✓✓✓ Enhanced Climate Control Auto✓✓✓ Waterless Humidification   ✓Expiratory Pressure Relief (EPR™)✓✓✓✓SmartStart™✓✓✓✓Aircraft use*✓✓✓✓Pressure: 4 to 20 cm H2O✓✓✓✓Sound pressure level26.6 dBA26.6 dBA26.6 dBA30dB withuncertainty of 2 dBAWeight1248g1248g1248g300gDimensions(Height x Depth x Width)116mm x 150mm x 255mm116mm x 150mm x 255mm116mm x 150mm x 255mm52mm x 84mm x 136mmMask Compatilibity**All MasksAll MasksAll MasksSelected ResMed MasksData Connectivity***Card to Cloud4G***4G***Bluetooth*What is the difference between AirSense 10 AutoSet 4G and AirSense 10 AutoSet card-to-cloud?   What is the benefit of a 4G cellular device?   What is myAir?  What is the difference between an AS10 AutoSet 4G and AS10 AutoSet for Her?  How can I tell if my device is a C2C or 4G device?  Can I just buy the 4G chip to enable wireless connectivity to my C2C device?  ",1815,Home > Sleep Apnea > CPAP Machines > Automatic Machines > ResMed AirSense™ 10 Autoset™ Automatic CPAP Machine,https://shop.resmed.com.au/resmed-airsense-10-autoset-auto-machine/,True,4.8,19
Sleep Apnea,SKU:61033,ResMed Pixi™ Paediatric Mask Cushion,"Replacement Cushion for ResMed's Pixi Paediatric Mask.
The Pixi Paediatric mask features a thin silicone cushion that is soft and comfortable to reduce pressure on soft, delicate faces without having an impact on therapy. ",64.5,Home > Sleep Apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Pixi™ Paediatric Mask Cushion,https://shop.resmed.com.au/resmed-pixi-paediatric-cushion/,False,0,0
